"timeMillisSpent","score"
33170,"[0]hard/[-2033050/-1588019888]soft"
33171,"[0]hard/[-2032822/-1588019888]soft"
33172,"[0]hard/[-2031634/-1588019888]soft"
33994,"[0]hard/[-2031306/-1586532956]soft"
34092,"[0]hard/[-2030840/-1681728528]soft"
34372,"[0]hard/[-2030758/-1609527892]soft"
34375,"[0]hard/[-2030582/-1609289204]soft"
34694,"[0]hard/[-2030124/-1586549584]soft"
34719,"[0]hard/[-2029818/-1640391972]soft"
34720,"[0]hard/[-2029816/-1640391972]soft"
35057,"[0]hard/[-2029184/-1639824884]soft"
35215,"[0]hard/[-2028824/-1609590792]soft"
35337,"[0]hard/[-2028722/-1674119016]soft"
35345,"[0]hard/[-2025094/-1669787664]soft"
35346,"[0]hard/[-2025064/-1669787664]soft"
35348,"[0]hard/[-2025060/-1669787664]soft"
36280,"[0]hard/[-2024496/-1630815992]soft"
36280,"[0]hard/[-2024486/-1630815992]soft"
36496,"[0]hard/[-2023976/-1616558084]soft"
36497,"[0]hard/[-2023910/-1634595664]soft"
36520,"[0]hard/[-2023578/-1614733260]soft"
36522,"[0]hard/[-2023574/-1614733260]soft"
37324,"[0]hard/[-2022204/-1649949548]soft"
37857,"[0]hard/[-2021230/-1668676660]soft"
37858,"[0]hard/[-2021080/-1668676660]soft"
37859,"[0]hard/[-2018246/-1667679824]soft"
38826,"[0]hard/[-2018138/-1681115008]soft"
38830,"[0]hard/[-2015662/-1677731488]soft"
39110,"[0]hard/[-2014976/-1618522036]soft"
39111,"[0]hard/[-2014908/-1618522036]soft"
39701,"[0]hard/[-2014020/-1569016088]soft"
40270,"[0]hard/[-2013066/-1647090292]soft"
40367,"[0]hard/[-2012232/-1633267516]soft"
41217,"[0]hard/[-2010198/-1611884508]soft"
41722,"[0]hard/[-2006420/-1590727812]soft"
41724,"[0]hard/[-2006418/-1590727812]soft"
41725,"[0]hard/[-2006412/-1590727812]soft"
42579,"[0]hard/[-2006272/-1635429148]soft"
42580,"[0]hard/[-2006236/-1635424612]soft"
44463,"[0]hard/[-2004350/-1587796696]soft"
44501,"[0]hard/[-2004026/-1605570752]soft"
44502,"[0]hard/[-2003960/-1605570752]soft"
44828,"[0]hard/[-2003896/-1619525120]soft"
44830,"[0]hard/[-2003866/-1619525120]soft"
45935,"[0]hard/[-2003688/-1642017632]soft"
45938,"[0]hard/[-2003688/-1641758176]soft"
45940,"[0]hard/[-2003636/-1641758176]soft"
45944,"[0]hard/[-2003340/-1649915308]soft"
45982,"[0]hard/[-2001456/-1687877052]soft"
45985,"[0]hard/[-2001454/-1687877052]soft"
45985,"[0]hard/[-2001426/-1688395948]soft"
47551,"[0]hard/[-2000418/-1622851320]soft"
47989,"[0]hard/[-1998494/-1593405288]soft"
47995,"[0]hard/[-1997360/-1593077060]soft"
49447,"[0]hard/[-1996500/-1622002256]soft"
50317,"[0]hard/[-1995394/-1649502880]soft"
50317,"[0]hard/[-1995374/-1649502880]soft"
50318,"[0]hard/[-1995076/-1668522108]soft"
50319,"[0]hard/[-1994048/-1648504576]soft"
50895,"[0]hard/[-1993502/-1603818256]soft"
51090,"[0]hard/[-1993056/-1600643500]soft"
51505,"[0]hard/[-1992566/-1643886524]soft"
51891,"[0]hard/[-1992518/-1597764864]soft"
51892,"[0]hard/[-1992502/-1597764864]soft"
52318,"[0]hard/[-1992478/-1625858876]soft"
52626,"[0]hard/[-1991798/-1585376200]soft"
53403,"[0]hard/[-1990826/-1616721740]soft"
53405,"[0]hard/[-1990814/-1616721740]soft"
53500,"[0]hard/[-1990494/-1623121508]soft"
53502,"[0]hard/[-1990364/-1621242660]soft"
53708,"[0]hard/[-1989306/-1576325484]soft"
53807,"[0]hard/[-1988516/-1582803428]soft"
53808,"[0]hard/[-1988496/-1582803428]soft"
53856,"[0]hard/[-1988494/-1658580276]soft"
53857,"[0]hard/[-1988454/-1658045172]soft"
53865,"[0]hard/[-1988358/-1639071144]soft"
54229,"[0]hard/[-1987916/-1618456680]soft"
54794,"[0]hard/[-1987352/-1643482964]soft"
54796,"[0]hard/[-1986054/-1639742772]soft"
55238,"[0]hard/[-1984822/-1646617100]soft"
56424,"[0]hard/[-1983246/-1617724324]soft"
56439,"[0]hard/[-1983118/-1623716944]soft"
56441,"[0]hard/[-1983106/-1623716944]soft"
56465,"[0]hard/[-1982996/-1624057364]soft"
57720,"[0]hard/[-1982414/-1614215156]soft"
58013,"[0]hard/[-1981918/-1598346424]soft"
58014,"[0]hard/[-1981608/-1615487672]soft"
59682,"[0]hard/[-1981038/-1577930836]soft"
59683,"[0]hard/[-1980976/-1578869160]soft"
59684,"[0]hard/[-1980970/-1578869160]soft"
59698,"[0]hard/[-1980896/-1597357216]soft"
60100,"[0]hard/[-1979888/-1588670152]soft"
60491,"[0]hard/[-1978478/-1602257988]soft"
61253,"[0]hard/[-1977936/-1600190616]soft"
62085,"[0]hard/[-1976404/-1614854212]soft"
62086,"[0]hard/[-1976364/-1614854212]soft"
63857,"[0]hard/[-1975846/-1541144800]soft"
63858,"[0]hard/[-1975818/-1541144800]soft"
64230,"[0]hard/[-1975596/-1592761876]soft"
64713,"[0]hard/[-1972824/-1595519704]soft"
66460,"[0]hard/[-1972730/-1561486032]soft"
66461,"[0]hard/[-1972650/-1561486032]soft"
66637,"[0]hard/[-1970700/-1604345852]soft"
66911,"[0]hard/[-1969154/-1662350252]soft"
67902,"[0]hard/[-1968472/-1558672508]soft"
67903,"[0]hard/[-1968454/-1558672508]soft"
67905,"[0]hard/[-1968454/-1558596700]soft"
67906,"[0]hard/[-1968418/-1558790908]soft"
68286,"[0]hard/[-1967954/-1586155468]soft"
69621,"[0]hard/[-1967212/-1624113052]soft"
70231,"[0]hard/[-1966740/-1626608556]soft"
70884,"[0]hard/[-1966064/-1546242476]soft"
70884,"[0]hard/[-1965992/-1546242476]soft"
70885,"[0]hard/[-1965952/-1546242476]soft"
70887,"[0]hard/[-1965950/-1546280256]soft"
71943,"[0]hard/[-1965798/-1598544640]soft"
71973,"[0]hard/[-1963654/-1597276716]soft"
71973,"[0]hard/[-1963470/-1597276716]soft"
74997,"[0]hard/[-1963176/-1615663680]soft"
75001,"[0]hard/[-1963142/-1616721776]soft"
75002,"[0]hard/[-1963090/-1616721776]soft"
75009,"[0]hard/[-1963050/-1615105004]soft"
75800,"[0]hard/[-1960382/-1609548016]soft"
76043,"[0]hard/[-1960272/-1575546748]soft"
77890,"[0]hard/[-1960074/-1595690316]soft"
79046,"[0]hard/[-1959226/-1578026240]soft"
79424,"[0]hard/[-1959178/-1557492376]soft"
79729,"[0]hard/[-1957860/-1560123556]soft"
80356,"[0]hard/[-1957070/-1593980668]soft"
80356,"[0]hard/[-1956942/-1593980668]soft"
80401,"[0]hard/[-1956232/-1601079276]soft"
82070,"[0]hard/[-1955636/-1623046140]soft"
82723,"[0]hard/[-1952144/-1608932936]soft"
83797,"[0]hard/[-1952062/-1546064544]soft"
84506,"[0]hard/[-1951792/-1569177660]soft"
85268,"[0]hard/[-1951310/-1618719832]soft"
85598,"[0]hard/[-1950554/-1614005164]soft"
86419,"[0]hard/[-1950146/-1572753760]soft"
86634,"[0]hard/[-1949012/-1564017096]soft"
86634,"[0]hard/[-1949004/-1564017096]soft"
86635,"[0]hard/[-1948998/-1564017096]soft"
87988,"[0]hard/[-1948328/-1620605208]soft"
88233,"[0]hard/[-1948038/-1590352780]soft"
88238,"[0]hard/[-1947990/-1590432908]soft"
88347,"[0]hard/[-1946434/-1557716536]soft"
88960,"[0]hard/[-1942554/-1593428400]soft"
90726,"[0]hard/[-1942328/-1576401256]soft"
90728,"[0]hard/[-1942282/-1576401256]soft"
91205,"[0]hard/[-1939546/-1595831692]soft"
96695,"[0]hard/[-1937298/-1571376072]soft"
99111,"[0]hard/[-1937242/-1560713760]soft"
99112,"[0]hard/[-1937236/-1560713760]soft"
99764,"[0]hard/[-1936950/-1574334744]soft"
99965,"[0]hard/[-1936846/-1559957980]soft"
99966,"[0]hard/[-1936820/-1559957980]soft"
101061,"[0]hard/[-1936264/-1556456432]soft"
101064,"[0]hard/[-1936264/-1555401392]soft"
101393,"[0]hard/[-1933502/-1573201224]soft"
102574,"[0]hard/[-1932584/-1540033924]soft"
102575,"[0]hard/[-1932392/-1540033924]soft"
102916,"[0]hard/[-1931676/-1556702444]soft"
105070,"[0]hard/[-1931264/-1556216568]soft"
105551,"[0]hard/[-1929632/-1520401040]soft"
107025,"[0]hard/[-1929252/-1597265224]soft"
107026,"[0]hard/[-1929184/-1597265224]soft"
108524,"[0]hard/[-1929124/-1558325644]soft"
108586,"[0]hard/[-1928160/-1535615564]soft"
108588,"[0]hard/[-1928102/-1535157644]soft"
108589,"[0]hard/[-1927864/-1535157644]soft"
108596,"[0]hard/[-1926470/-1536569776]soft"
110139,"[0]hard/[-1925746/-1558391764]soft"
110365,"[0]hard/[-1925744/-1574205340]soft"
110369,"[0]hard/[-1925738/-1574205340]soft"
111211,"[0]hard/[-1924234/-1592399944]soft"
114412,"[0]hard/[-1924232/-1604191052]soft"
115558,"[0]hard/[-1924204/-1560344524]soft"
115780,"[0]hard/[-1924182/-1572565316]soft"
115854,"[0]hard/[-1923716/-1575850988]soft"
116045,"[0]hard/[-1923012/-1559006512]soft"
116046,"[0]hard/[-1922994/-1558670772]soft"
116368,"[0]hard/[-1921094/-1556529568]soft"
118360,"[0]hard/[-1920134/-1521092340]soft"
118362,"[0]hard/[-1920098/-1521092340]soft"
118363,"[0]hard/[-1920094/-1521092340]soft"
118389,"[0]hard/[-1919418/-1555855760]soft"
118767,"[0]hard/[-1918490/-1574666808]soft"
122528,"[0]hard/[-1917908/-1562428704]soft"
122895,"[0]hard/[-1917724/-1579532172]soft"
122899,"[0]hard/[-1917514/-1578979740]soft"
122908,"[0]hard/[-1916414/-1567309344]soft"
123283,"[0]hard/[-1916406/-1577814456]soft"
123527,"[0]hard/[-1916032/-1580209960]soft"
123531,"[0]hard/[-1916016/-1580209960]soft"
123532,"[0]hard/[-1916006/-1580341380]soft"
123535,"[0]hard/[-1915906/-1580341380]soft"
123601,"[0]hard/[-1913882/-1580873456]soft"
123693,"[0]hard/[-1913278/-1550046772]soft"
123729,"[0]hard/[-1912988/-1544512660]soft"
126371,"[0]hard/[-1912266/-1590672440]soft"
126407,"[0]hard/[-1912182/-1594168284]soft"
126409,"[0]hard/[-1912176/-1594168284]soft"
127559,"[0]hard/[-1909876/-1537915420]soft"
127560,"[0]hard/[-1908694/-1536012624]soft"
127561,"[0]hard/[-1908646/-1536012624]soft"
130063,"[0]hard/[-1908124/-1518791876]soft"
133116,"[0]hard/[-1907558/-1553487756]soft"
133117,"[0]hard/[-1907512/-1553475244]soft"
134706,"[0]hard/[-1906878/-1529785764]soft"
136530,"[0]hard/[-1906276/-1530954292]soft"
136595,"[0]hard/[-1906008/-1531583844]soft"
138483,"[0]hard/[-1905436/-1545747544]soft"
139801,"[0]hard/[-1905396/-1547679404]soft"
140880,"[0]hard/[-1904878/-1529764188]soft"
140884,"[0]hard/[-1904808/-1547479288]soft"
140886,"[0]hard/[-1904794/-1547704428]soft"
140888,"[0]hard/[-1904780/-1547393144]soft"
140895,"[0]hard/[-1904740/-1547393144]soft"
141882,"[0]hard/[-1904714/-1548911232]soft"
141883,"[0]hard/[-1904628/-1548911232]soft"
141885,"[0]hard/[-1904606/-1548846208]soft"
141887,"[0]hard/[-1904570/-1548846208]soft"
141888,"[0]hard/[-1904570/-1547919108]soft"
141989,"[0]hard/[-1903726/-1529749352]soft"
141996,"[0]hard/[-1903648/-1545841408]soft"
143113,"[0]hard/[-1903226/-1547347160]soft"
145396,"[0]hard/[-1903142/-1545899160]soft"
145397,"[0]hard/[-1903136/-1545899160]soft"
146459,"[0]hard/[-1902986/-1531381064]soft"
146596,"[0]hard/[-1902392/-1513654396]soft"
146677,"[0]hard/[-1902386/-1528113100]soft"
147823,"[0]hard/[-1902144/-1545642952]soft"
147826,"[0]hard/[-1902030/-1562472700]soft"
148747,"[0]hard/[-1901338/-1509543916]soft"
148748,"[0]hard/[-1901332/-1509544300]soft"
148749,"[0]hard/[-1901314/-1509544300]soft"
148751,"[0]hard/[-1901270/-1509544300]soft"
148898,"[0]hard/[-1900166/-1508827488]soft"
148900,"[0]hard/[-1900160/-1508827488]soft"
148906,"[0]hard/[-1899978/-1526079988]soft"
148908,"[0]hard/[-1899968/-1526079988]soft"
151506,"[0]hard/[-1899574/-1550820252]soft"
153219,"[0]hard/[-1899544/-1543940284]soft"
153231,"[0]hard/[-1899536/-1543671624]soft"
154065,"[0]hard/[-1899366/-1559430488]soft"
154066,"[0]hard/[-1899346/-1559592828]soft"
154159,"[0]hard/[-1899340/-1544145756]soft"
154194,"[0]hard/[-1899332/-1543125332]soft"
154616,"[0]hard/[-1899266/-1529753040]soft"
154724,"[0]hard/[-1899108/-1548072772]soft"
154766,"[0]hard/[-1897874/-1527525032]soft"
154852,"[0]hard/[-1897784/-1513238932]soft"
154853,"[0]hard/[-1897768/-1513238932]soft"
155941,"[0]hard/[-1897698/-1545228512]soft"
155942,"[0]hard/[-1897690/-1545228512]soft"
156022,"[0]hard/[-1896996/-1524390420]soft"
156079,"[0]hard/[-1896506/-1540903664]soft"
157385,"[0]hard/[-1896434/-1509124120]soft"
157386,"[0]hard/[-1896432/-1509124120]soft"
158106,"[0]hard/[-1895372/-1524081816]soft"
159888,"[0]hard/[-1894164/-1530102696]soft"
159891,"[0]hard/[-1894142/-1531757656]soft"
161538,"[0]hard/[-1894054/-1542649244]soft"
161539,"[0]hard/[-1894002/-1542649244]soft"
161612,"[0]hard/[-1893864/-1560380132]soft"
165425,"[0]hard/[-1893734/-1510299348]soft"
165428,"[0]hard/[-1893710/-1510299348]soft"
165430,"[0]hard/[-1893682/-1510563136]soft"
165434,"[0]hard/[-1893566/-1527486148]soft"
165437,"[0]hard/[-1893510/-1527486148]soft"
165438,"[0]hard/[-1893338/-1546658048]soft"
165438,"[0]hard/[-1893300/-1546658048]soft"
166052,"[0]hard/[-1892914/-1474563356]soft"
166623,"[0]hard/[-1892784/-1546525092]soft"
166627,"[0]hard/[-1892766/-1527321672]soft"
167242,"[0]hard/[-1892102/-1550187448]soft"
167243,"[0]hard/[-1892098/-1550187448]soft"
167830,"[0]hard/[-1892016/-1511524648]soft"
167832,"[0]hard/[-1891996/-1511524648]soft"
167840,"[0]hard/[-1891878/-1511942440]soft"
167844,"[0]hard/[-1891844/-1511585380]soft"
168041,"[0]hard/[-1891136/-1527148000]soft"
168647,"[0]hard/[-1890382/-1491947748]soft"
168649,"[0]hard/[-1890270/-1508847828]soft"
171147,"[0]hard/[-1890176/-1543349312]soft"
171148,"[0]hard/[-1890168/-1543349312]soft"
171741,"[0]hard/[-1890122/-1525249180]soft"
171744,"[0]hard/[-1890034/-1525249180]soft"
172004,"[0]hard/[-1889760/-1557238248]soft"
172844,"[0]hard/[-1889600/-1511349124]soft"
172847,"[0]hard/[-1889534/-1528465684]soft"
173685,"[0]hard/[-1889082/-1506410844]soft"
174988,"[0]hard/[-1889064/-1539911372]soft"
175807,"[0]hard/[-1888304/-1544029052]soft"
175889,"[0]hard/[-1888014/-1541663736]soft"
175892,"[0]hard/[-1887978/-1541663736]soft"
175893,"[0]hard/[-1887966/-1541663736]soft"
175894,"[0]hard/[-1887954/-1541663736]soft"
176521,"[0]hard/[-1887900/-1541338508]soft"
176947,"[0]hard/[-1887888/-1526750684]soft"
177225,"[0]hard/[-1887802/-1506136380]soft"
177766,"[0]hard/[-1887238/-1523676264]soft"
177771,"[0]hard/[-1887098/-1540561312]soft"
177777,"[0]hard/[-1887066/-1540561312]soft"
177780,"[0]hard/[-1887066/-1540301024]soft"
177782,"[0]hard/[-1887058/-1540301024]soft"
178608,"[0]hard/[-1887056/-1492696360]soft"
182851,"[0]hard/[-1887002/-1508796592]soft"
182859,"[0]hard/[-1887000/-1508142084]soft"
183433,"[0]hard/[-1885490/-1506825860]soft"
183435,"[0]hard/[-1885488/-1506825860]soft"
186728,"[0]hard/[-1885460/-1492618836]soft"
186729,"[0]hard/[-1885432/-1492618836]soft"
186731,"[0]hard/[-1885348/-1492618836]soft"
188837,"[0]hard/[-1884750/-1473947704]soft"
189888,"[0]hard/[-1884564/-1506316704]soft"
190187,"[0]hard/[-1883556/-1509592192]soft"
190847,"[0]hard/[-1882400/-1473325020]soft"
192086,"[0]hard/[-1881354/-1469075672]soft"
192091,"[0]hard/[-1881326/-1469075672]soft"
196390,"[0]hard/[-1881222/-1489490864]soft"
198763,"[0]hard/[-1880992/-1506384696]soft"
198764,"[0]hard/[-1880968/-1506384696]soft"
200148,"[0]hard/[-1880276/-1504406672]soft"
201123,"[0]hard/[-1880172/-1491646020]soft"
201167,"[0]hard/[-1879138/-1472824876]soft"
201169,"[0]hard/[-1879132/-1472922568]soft"
205396,"[0]hard/[-1878942/-1471268800]soft"
205464,"[0]hard/[-1878918/-1453766936]soft"
205471,"[0]hard/[-1878690/-1471257728]soft"
205475,"[0]hard/[-1878672/-1471257728]soft"
205484,"[0]hard/[-1878668/-1471257728]soft"
206204,"[0]hard/[-1878406/-1488445768]soft"
207814,"[0]hard/[-1877416/-1521818020]soft"
212652,"[0]hard/[-1877174/-1505697904]soft"
215087,"[0]hard/[-1876332/-1487534524]soft"
217462,"[0]hard/[-1876322/-1487928032]soft"
217467,"[0]hard/[-1876300/-1487928032]soft"
217469,"[0]hard/[-1876298/-1487928032]soft"
217473,"[0]hard/[-1876296/-1487928032]soft"
217534,"[0]hard/[-1875204/-1469579476]soft"
222342,"[0]hard/[-1874790/-1503927344]soft"
222345,"[0]hard/[-1874774/-1503927344]soft"
222701,"[0]hard/[-1874724/-1504101316]soft"
222702,"[0]hard/[-1874716/-1504101316]soft"
225706,"[0]hard/[-1874610/-1523060104]soft"
225710,"[0]hard/[-1874596/-1523060104]soft"
225957,"[0]hard/[-1874504/-1526002944]soft"
225981,"[0]hard/[-1874488/-1543159168]soft"
226708,"[0]hard/[-1874304/-1469537612]soft"
226753,"[0]hard/[-1874252/-1453343352]soft"
227013,"[0]hard/[-1873964/-1470630180]soft"
227025,"[0]hard/[-1873964/-1470467200]soft"
227031,"[0]hard/[-1873870/-1470196208]soft"
227974,"[0]hard/[-1873852/-1434323488]soft"
229706,"[0]hard/[-1873644/-1468969312]soft"
229726,"[0]hard/[-1873540/-1485438100]soft"
230594,"[0]hard/[-1873430/-1483497868]soft"
230601,"[0]hard/[-1873280/-1483497868]soft"
233061,"[0]hard/[-1872886/-1468181256]soft"
235872,"[0]hard/[-1872546/-1452411972]soft"
235873,"[0]hard/[-1872546/-1452315648]soft"
236520,"[0]hard/[-1872096/-1467500764]soft"
237398,"[0]hard/[-1871836/-1449120056]soft"
237399,"[0]hard/[-1871820/-1449120056]soft"
238449,"[0]hard/[-1871712/-1481843628]soft"
238462,"[0]hard/[-1871670/-1481160960]soft"
238857,"[0]hard/[-1871008/-1449206808]soft"
240198,"[0]hard/[-1870746/-1469060296]soft"
240199,"[0]hard/[-1870730/-1468926036]soft"
240201,"[0]hard/[-1870718/-1468926036]soft"
240202,"[0]hard/[-1870714/-1468926036]soft"
242277,"[0]hard/[-1870532/-1483466464]soft"
242278,"[0]hard/[-1870528/-1483433908]soft"
242281,"[0]hard/[-1870526/-1483433908]soft"
242356,"[0]hard/[-1870470/-1483693052]soft"
246604,"[0]hard/[-1870178/-1481998792]soft"
246605,"[0]hard/[-1870170/-1481998792]soft"
246632,"[0]hard/[-1870112/-1481998792]soft"
246653,"[0]hard/[-1870104/-1482129128]soft"
251092,"[0]hard/[-1869916/-1464621644]soft"
254515,"[0]hard/[-1869092/-1414929748]soft"
254527,"[0]hard/[-1869028/-1415080980]soft"
254528,"[0]hard/[-1868946/-1431391636]soft"
254532,"[0]hard/[-1868946/-1431391620]soft"
