"timeMillisSpent","score"
51361,"[0]hard/[-1986054/-1639742772]soft"
51826,"[0]hard/[-1984822/-1646617100]soft"
53065,"[0]hard/[-1983246/-1617724324]soft"
53079,"[0]hard/[-1983118/-1623716944]soft"
53081,"[0]hard/[-1983106/-1623716944]soft"
53105,"[0]hard/[-1982996/-1624057364]soft"
54218,"[0]hard/[-1982414/-1614215156]soft"
54512,"[0]hard/[-1981918/-1598346424]soft"
54513,"[0]hard/[-1981608/-1615487672]soft"
55910,"[0]hard/[-1981038/-1577930836]soft"
55912,"[0]hard/[-1980976/-1578869160]soft"
55912,"[0]hard/[-1980970/-1578869160]soft"
55920,"[0]hard/[-1980896/-1597357216]soft"
56281,"[0]hard/[-1979888/-1588670152]soft"
56648,"[0]hard/[-1978478/-1602257988]soft"
57405,"[0]hard/[-1977936/-1600190616]soft"
58172,"[0]hard/[-1976404/-1614854212]soft"
58173,"[0]hard/[-1976364/-1614854212]soft"
59867,"[0]hard/[-1975846/-1541144800]soft"
59867,"[0]hard/[-1975818/-1541144800]soft"
60164,"[0]hard/[-1975596/-1592761876]soft"
60469,"[0]hard/[-1972824/-1595519704]soft"
61872,"[0]hard/[-1972730/-1561486032]soft"
61873,"[0]hard/[-1972650/-1561486032]soft"
62031,"[0]hard/[-1970700/-1604345852]soft"
62235,"[0]hard/[-1969154/-1662350252]soft"
63104,"[0]hard/[-1968472/-1558672508]soft"
63105,"[0]hard/[-1968454/-1558672508]soft"
63107,"[0]hard/[-1968454/-1558596700]soft"
63108,"[0]hard/[-1968418/-1558790908]soft"
63371,"[0]hard/[-1967954/-1586155468]soft"
64350,"[0]hard/[-1967212/-1624113052]soft"
64766,"[0]hard/[-1966740/-1626608556]soft"
65285,"[0]hard/[-1966064/-1546242476]soft"
65286,"[0]hard/[-1965992/-1546242476]soft"
65287,"[0]hard/[-1965952/-1546242476]soft"
65288,"[0]hard/[-1965950/-1546280256]soft"
65939,"[0]hard/[-1965798/-1598544640]soft"
65969,"[0]hard/[-1963654/-1597276716]soft"
65970,"[0]hard/[-1963470/-1597276716]soft"
67830,"[0]hard/[-1963176/-1615663680]soft"
67831,"[0]hard/[-1963142/-1616721776]soft"
67832,"[0]hard/[-1963090/-1616721776]soft"
67836,"[0]hard/[-1963050/-1615105004]soft"
68361,"[0]hard/[-1960382/-1609548016]soft"
68488,"[0]hard/[-1960272/-1575546748]soft"
69661,"[0]hard/[-1960074/-1595690316]soft"
70547,"[0]hard/[-1959226/-1578026240]soft"
70890,"[0]hard/[-1959178/-1557492376]soft"
71125,"[0]hard/[-1957860/-1560123556]soft"
71609,"[0]hard/[-1957070/-1593980668]soft"
71611,"[0]hard/[-1956942/-1593980668]soft"
71655,"[0]hard/[-1956232/-1601079276]soft"
72974,"[0]hard/[-1955636/-1623046140]soft"
73520,"[0]hard/[-1952144/-1608932936]soft"
74431,"[0]hard/[-1952062/-1546064544]soft"
75046,"[0]hard/[-1951792/-1569177660]soft"
75672,"[0]hard/[-1951310/-1618719832]soft"
75956,"[0]hard/[-1950554/-1614005164]soft"
76767,"[0]hard/[-1950146/-1572753760]soft"
76999,"[0]hard/[-1949012/-1564017096]soft"
76999,"[0]hard/[-1949004/-1564017096]soft"
77000,"[0]hard/[-1948998/-1564017096]soft"
78287,"[0]hard/[-1948328/-1620605208]soft"
78537,"[0]hard/[-1948038/-1590352780]soft"
78540,"[0]hard/[-1947990/-1590432908]soft"
78655,"[0]hard/[-1946434/-1557716536]soft"
79250,"[0]hard/[-1942554/-1593428400]soft"
80773,"[0]hard/[-1942328/-1576401256]soft"
80775,"[0]hard/[-1942282/-1576401256]soft"
81216,"[0]hard/[-1939546/-1595831692]soft"
85841,"[0]hard/[-1937298/-1571376072]soft"
88285,"[0]hard/[-1937242/-1560713760]soft"
88286,"[0]hard/[-1937236/-1560713760]soft"
88909,"[0]hard/[-1936950/-1574334744]soft"
89095,"[0]hard/[-1936846/-1559957980]soft"
89095,"[0]hard/[-1936820/-1559957980]soft"
90054,"[0]hard/[-1936264/-1556456432]soft"
90057,"[0]hard/[-1936264/-1555401392]soft"
90376,"[0]hard/[-1933502/-1573201224]soft"
91461,"[0]hard/[-1932584/-1540033924]soft"
91462,"[0]hard/[-1932392/-1540033924]soft"
91784,"[0]hard/[-1931676/-1556702444]soft"
93855,"[0]hard/[-1931264/-1556216568]soft"
94266,"[0]hard/[-1929632/-1520401040]soft"
95651,"[0]hard/[-1929252/-1597265224]soft"
95652,"[0]hard/[-1929184/-1597265224]soft"
96984,"[0]hard/[-1929124/-1558325644]soft"
97052,"[0]hard/[-1928160/-1535615564]soft"
97055,"[0]hard/[-1928102/-1535157644]soft"
97057,"[0]hard/[-1927864/-1535157644]soft"
97069,"[0]hard/[-1926470/-1536569776]soft"
98536,"[0]hard/[-1925746/-1558391764]soft"
98757,"[0]hard/[-1925744/-1574205340]soft"
98760,"[0]hard/[-1925738/-1574205340]soft"
100116,"[0]hard/[-1924234/-1592399944]soft"
107747,"[0]hard/[-1924232/-1604191052]soft"
109760,"[0]hard/[-1924204/-1560344524]soft"
110058,"[0]hard/[-1924182/-1572565316]soft"
110178,"[0]hard/[-1923716/-1575850988]soft"
110534,"[0]hard/[-1923012/-1559006512]soft"
110541,"[0]hard/[-1922994/-1558670772]soft"
111177,"[0]hard/[-1921094/-1556529568]soft"
115122,"[0]hard/[-1920134/-1521092340]soft"
115128,"[0]hard/[-1920098/-1521092340]soft"
115130,"[0]hard/[-1920094/-1521092340]soft"
115185,"[0]hard/[-1919418/-1555855760]soft"
115967,"[0]hard/[-1918490/-1574666808]soft"
122623,"[0]hard/[-1917908/-1562428704]soft"
123247,"[0]hard/[-1917724/-1579532172]soft"
123254,"[0]hard/[-1917514/-1578979740]soft"
123271,"[0]hard/[-1916414/-1567309344]soft"
123939,"[0]hard/[-1916406/-1577814456]soft"
124357,"[0]hard/[-1916032/-1580209960]soft"
124365,"[0]hard/[-1916016/-1580209960]soft"
124366,"[0]hard/[-1916006/-1580341380]soft"
124371,"[0]hard/[-1915906/-1580341380]soft"
124479,"[0]hard/[-1913882/-1580873456]soft"
124639,"[0]hard/[-1913278/-1550046772]soft"
124690,"[0]hard/[-1912988/-1544512660]soft"
129146,"[0]hard/[-1912266/-1590672440]soft"
129193,"[0]hard/[-1912182/-1594168284]soft"
129197,"[0]hard/[-1912176/-1594168284]soft"
131050,"[0]hard/[-1909876/-1537915420]soft"
131052,"[0]hard/[-1908694/-1536012624]soft"
131054,"[0]hard/[-1908646/-1536012624]soft"
135280,"[0]hard/[-1908124/-1518791876]soft"
140302,"[0]hard/[-1907558/-1553487756]soft"
140306,"[0]hard/[-1907512/-1553475244]soft"
143027,"[0]hard/[-1906878/-1529785764]soft"
145687,"[0]hard/[-1906276/-1530954292]soft"
145775,"[0]hard/[-1906008/-1531583844]soft"
148601,"[0]hard/[-1905436/-1545747544]soft"
150513,"[0]hard/[-1905396/-1547679404]soft"
152326,"[0]hard/[-1904878/-1529764188]soft"
152333,"[0]hard/[-1904808/-1547479288]soft"
152338,"[0]hard/[-1904794/-1547704428]soft"
152340,"[0]hard/[-1904780/-1547393144]soft"
152362,"[0]hard/[-1904740/-1547393144]soft"
154107,"[0]hard/[-1904714/-1548911232]soft"
154108,"[0]hard/[-1904628/-1548911232]soft"
154112,"[0]hard/[-1904606/-1548846208]soft"
154116,"[0]hard/[-1904570/-1548846208]soft"
154118,"[0]hard/[-1904570/-1547919108]soft"
154260,"[0]hard/[-1903726/-1529749352]soft"
154273,"[0]hard/[-1903648/-1545841408]soft"
156273,"[0]hard/[-1903226/-1547347160]soft"
159986,"[0]hard/[-1903142/-1545899160]soft"
159989,"[0]hard/[-1903136/-1545899160]soft"
161758,"[0]hard/[-1902986/-1531381064]soft"
161956,"[0]hard/[-1902392/-1513654396]soft"
162098,"[0]hard/[-1902386/-1528113100]soft"
163781,"[0]hard/[-1902144/-1545642952]soft"
163787,"[0]hard/[-1902030/-1562472700]soft"
165413,"[0]hard/[-1901338/-1509543916]soft"
165414,"[0]hard/[-1901332/-1509544300]soft"
165417,"[0]hard/[-1901314/-1509544300]soft"
165424,"[0]hard/[-1901270/-1509544300]soft"
165704,"[0]hard/[-1900166/-1508827488]soft"
165707,"[0]hard/[-1900160/-1508827488]soft"
165718,"[0]hard/[-1899978/-1526079988]soft"
165723,"[0]hard/[-1899968/-1526079988]soft"
170234,"[0]hard/[-1899574/-1550820252]soft"
173137,"[0]hard/[-1899544/-1543940284]soft"
173162,"[0]hard/[-1899536/-1543671624]soft"
174684,"[0]hard/[-1899366/-1559430488]soft"
174686,"[0]hard/[-1899346/-1559592828]soft"
174843,"[0]hard/[-1899340/-1544145756]soft"
174906,"[0]hard/[-1899332/-1543125332]soft"
175635,"[0]hard/[-1899266/-1529753040]soft"
175753,"[0]hard/[-1899108/-1548072772]soft"
175817,"[0]hard/[-1897874/-1527525032]soft"
175967,"[0]hard/[-1897784/-1513238932]soft"
175970,"[0]hard/[-1897768/-1513238932]soft"
177755,"[0]hard/[-1897698/-1545228512]soft"
177757,"[0]hard/[-1897690/-1545228512]soft"
177894,"[0]hard/[-1896996/-1524390420]soft"
177995,"[0]hard/[-1896506/-1540903664]soft"
180196,"[0]hard/[-1896434/-1509124120]soft"
180200,"[0]hard/[-1896432/-1509124120]soft"
181516,"[0]hard/[-1895372/-1524081816]soft"
184673,"[0]hard/[-1894164/-1530102696]soft"
184680,"[0]hard/[-1894142/-1531757656]soft"
187307,"[0]hard/[-1894054/-1542649244]soft"
187309,"[0]hard/[-1894002/-1542649244]soft"
187407,"[0]hard/[-1893864/-1560380132]soft"
193993,"[0]hard/[-1893734/-1510299348]soft"
193998,"[0]hard/[-1893710/-1510299348]soft"
194002,"[0]hard/[-1893682/-1510563136]soft"
194009,"[0]hard/[-1893566/-1527486148]soft"
194013,"[0]hard/[-1893510/-1527486148]soft"
194015,"[0]hard/[-1893338/-1546658048]soft"
194016,"[0]hard/[-1893300/-1546658048]soft"
195041,"[0]hard/[-1892914/-1474563356]soft"
195995,"[0]hard/[-1892784/-1546525092]soft"
196002,"[0]hard/[-1892766/-1527321672]soft"
197017,"[0]hard/[-1892102/-1550187448]soft"
197019,"[0]hard/[-1892098/-1550187448]soft"
197827,"[0]hard/[-1892016/-1511524648]soft"
197829,"[0]hard/[-1891996/-1511524648]soft"
197836,"[0]hard/[-1891878/-1511942440]soft"
197843,"[0]hard/[-1891844/-1511585380]soft"
198084,"[0]hard/[-1891136/-1527148000]soft"
198985,"[0]hard/[-1890382/-1491947748]soft"
198989,"[0]hard/[-1890270/-1508847828]soft"
202693,"[0]hard/[-1890176/-1543349312]soft"
202695,"[0]hard/[-1890168/-1543349312]soft"
203757,"[0]hard/[-1890122/-1525249180]soft"
203762,"[0]hard/[-1890034/-1525249180]soft"
204246,"[0]hard/[-1889760/-1557238248]soft"
205510,"[0]hard/[-1889600/-1511349124]soft"
205515,"[0]hard/[-1889534/-1528465684]soft"
206907,"[0]hard/[-1889082/-1506410844]soft"
209061,"[0]hard/[-1889064/-1539911372]soft"
210109,"[0]hard/[-1888304/-1544029052]soft"
210222,"[0]hard/[-1888014/-1541663736]soft"
210225,"[0]hard/[-1887978/-1541663736]soft"
210228,"[0]hard/[-1887966/-1541663736]soft"
210230,"[0]hard/[-1887954/-1541663736]soft"
211298,"[0]hard/[-1887900/-1541338508]soft"
211989,"[0]hard/[-1887888/-1526750684]soft"
212443,"[0]hard/[-1887802/-1506136380]soft"
213176,"[0]hard/[-1887238/-1523676264]soft"
213182,"[0]hard/[-1887098/-1540561312]soft"
213188,"[0]hard/[-1887066/-1540561312]soft"
213192,"[0]hard/[-1887066/-1540301024]soft"
213193,"[0]hard/[-1887058/-1540301024]soft"
214511,"[0]hard/[-1887056/-1492696360]soft"
221253,"[0]hard/[-1887002/-1508796592]soft"
221267,"[0]hard/[-1887000/-1508142084]soft"
222124,"[0]hard/[-1885490/-1506825860]soft"
222126,"[0]hard/[-1885488/-1506825860]soft"
227215,"[0]hard/[-1885460/-1492618836]soft"
227218,"[0]hard/[-1885432/-1492618836]soft"
227222,"[0]hard/[-1885348/-1492618836]soft"
230091,"[0]hard/[-1884750/-1473947704]soft"
231782,"[0]hard/[-1884564/-1506316704]soft"
232215,"[0]hard/[-1883556/-1509592192]soft"
233313,"[0]hard/[-1882400/-1473325020]soft"
235423,"[0]hard/[-1881354/-1469075672]soft"
235428,"[0]hard/[-1881326/-1469075672]soft"
242124,"[0]hard/[-1881222/-1489490864]soft"
245946,"[0]hard/[-1880992/-1506384696]soft"
245948,"[0]hard/[-1880968/-1506384696]soft"
247968,"[0]hard/[-1880276/-1504406672]soft"
249430,"[0]hard/[-1880172/-1491646020]soft"
249496,"[0]hard/[-1879138/-1472824876]soft"
249500,"[0]hard/[-1879132/-1472922568]soft"
255591,"[0]hard/[-1878942/-1471268800]soft"
255697,"[0]hard/[-1878918/-1453766936]soft"
255705,"[0]hard/[-1878690/-1471257728]soft"
255710,"[0]hard/[-1878672/-1471257728]soft"
255720,"[0]hard/[-1878668/-1471257728]soft"
256657,"[0]hard/[-1878406/-1488445768]soft"
259254,"[0]hard/[-1877416/-1521818020]soft"
266465,"[0]hard/[-1877174/-1505697904]soft"
270202,"[0]hard/[-1876332/-1487534524]soft"
273930,"[0]hard/[-1876322/-1487928032]soft"
273939,"[0]hard/[-1876300/-1487928032]soft"
273944,"[0]hard/[-1876298/-1487928032]soft"
273951,"[0]hard/[-1876296/-1487928032]soft"
274052,"[0]hard/[-1875204/-1469579476]soft"
281181,"[0]hard/[-1874790/-1503927344]soft"
281188,"[0]hard/[-1874774/-1503927344]soft"
281777,"[0]hard/[-1874724/-1504101316]soft"
281779,"[0]hard/[-1874716/-1504101316]soft"
286085,"[0]hard/[-1874610/-1523060104]soft"
286089,"[0]hard/[-1874596/-1523060104]soft"
286423,"[0]hard/[-1874504/-1526002944]soft"
286449,"[0]hard/[-1874488/-1543159168]soft"
287319,"[0]hard/[-1874304/-1469537612]soft"
287381,"[0]hard/[-1874252/-1453343352]soft"
287692,"[0]hard/[-1873964/-1470630180]soft"
287704,"[0]hard/[-1873964/-1470467200]soft"
287710,"[0]hard/[-1873870/-1470196208]soft"
288886,"[0]hard/[-1873852/-1434323488]soft"
290765,"[0]hard/[-1873644/-1468969312]soft"
290783,"[0]hard/[-1873540/-1485438100]soft"
291739,"[0]hard/[-1873430/-1483497868]soft"
291745,"[0]hard/[-1873280/-1483497868]soft"
294349,"[0]hard/[-1872886/-1468181256]soft"
297217,"[0]hard/[-1872546/-1452411972]soft"
297219,"[0]hard/[-1872546/-1452315648]soft"
297915,"[0]hard/[-1872096/-1467500764]soft"
298715,"[0]hard/[-1871836/-1449120056]soft"
298716,"[0]hard/[-1871820/-1449120056]soft"
299829,"[0]hard/[-1871712/-1481843628]soft"
299842,"[0]hard/[-1871670/-1481160960]soft"
