"timeMillisSpent","score"
37017,"[0]hard/[-350324/-289954596]soft"
37086,"[0]hard/[-350318/-290018596]soft"
37092,"[0]hard/[-350294/-290018596]soft"
40474,"[0]hard/[-350290/-290012156]soft"
40759,"[0]hard/[-350290/-289579384]soft"
40974,"[0]hard/[-350272/-289760996]soft"
42592,"[0]hard/[-350266/-290044020]soft"
43745,"[0]hard/[-350258/-289843356]soft"
43753,"[0]hard/[-350250/-289843356]soft"
44352,"[0]hard/[-350244/-289959956]soft"
44391,"[0]hard/[-350242/-289521288]soft"
44560,"[0]hard/[-350236/-289998312]soft"
44965,"[0]hard/[-350236/-289636092]soft"
44971,"[0]hard/[-350230/-289865916]soft"
46123,"[0]hard/[-350224/-289577692]soft"
47991,"[0]hard/[-350208/-289103132]soft"
47992,"[0]hard/[-350206/-289103132]soft"
48692,"[0]hard/[-350204/-289513464]soft"
49071,"[0]hard/[-350196/-289816664]soft"
49078,"[0]hard/[-350194/-289689788]soft"
49080,"[0]hard/[-350194/-289613132]soft"
50416,"[0]hard/[-350194/-289299420]soft"
50432,"[0]hard/[-350192/-289567800]soft"
50786,"[0]hard/[-350192/-289544316]soft"
50793,"[0]hard/[-350188/-289858236]soft"
50841,"[0]hard/[-350184/-289973656]soft"
50841,"[0]hard/[-350174/-289973656]soft"
52350,"[0]hard/[-350160/-289673596]soft"
53274,"[0]hard/[-350152/-289711652]soft"
53274,"[0]hard/[-350150/-289711652]soft"
56008,"[0]hard/[-350140/-289619632]soft"
56659,"[0]hard/[-350136/-289542184]soft"
61547,"[0]hard/[-350134/-289333004]soft"
61548,"[0]hard/[-350132/-289333004]soft"
63293,"[0]hard/[-350128/-289916860]soft"
64827,"[0]hard/[-350126/-289955608]soft"
65368,"[0]hard/[-350126/-289251904]soft"
65450,"[0]hard/[-350122/-289802072]soft"
66587,"[0]hard/[-350122/-289742728]soft"
68322,"[0]hard/[-350118/-289351436]soft"
69821,"[0]hard/[-350116/-289973656]soft"
70187,"[0]hard/[-350112/-290096028]soft"
70236,"[0]hard/[-350112/-289987528]soft"
70323,"[0]hard/[-350108/-290102692]soft"
72322,"[0]hard/[-350106/-289541084]soft"
72674,"[0]hard/[-350102/-290172796]soft"
73077,"[0]hard/[-350102/-289389744]soft"
75015,"[0]hard/[-350100/-289734876]soft"
75340,"[0]hard/[-350100/-289457084]soft"
76111,"[0]hard/[-350098/-289590504]soft"
77011,"[0]hard/[-350098/-289405172]soft"
77641,"[0]hard/[-350096/-289962824]soft"
78183,"[0]hard/[-350094/-289590376]soft"
78729,"[0]hard/[-350094/-289572008]soft"
78798,"[0]hard/[-350090/-289878824]soft"
84693,"[0]hard/[-350090/-289493692]soft"
84830,"[0]hard/[-350090/-289358716]soft"
84831,"[0]hard/[-350088/-289358716]soft"
94439,"[0]hard/[-350088/-289340348]soft"
94647,"[0]hard/[-350088/-289302032]soft"
94697,"[0]hard/[-350088/-289263724]soft"
99461,"[0]hard/[-350088/-289148848]soft"
99585,"[0]hard/[-350088/-289072304]soft"
