"timeMillisSpent","score"
8454,"[0]hard/[-361764/-301884316]soft"
8643,"[0]hard/[-361122/-303446644]soft"
8817,"[0]hard/[-360816/-303293188]soft"
8820,"[0]hard/[-360810/-303167604]soft"
9007,"[0]hard/[-360784/-315057568]soft"
9046,"[0]hard/[-360686/-314273060]soft"
9051,"[0]hard/[-360594/-316345128]soft"
9053,"[0]hard/[-359546/-303328168]soft"
9053,"[0]hard/[-359520/-303328168]soft"
9054,"[0]hard/[-359420/-303328168]soft"
9205,"[0]hard/[-359414/-303741064]soft"
9217,"[0]hard/[-358968/-303304232]soft"
9231,"[0]hard/[-357778/-302825504]soft"
9884,"[0]hard/[-356994/-301892312]soft"
9885,"[0]hard/[-356970/-301892312]soft"
9885,"[0]hard/[-356962/-301976152]soft"
9958,"[0]hard/[-356844/-302894024]soft"
9959,"[0]hard/[-356782/-302894024]soft"
9959,"[0]hard/[-356690/-302894024]soft"
11188,"[0]hard/[-356288/-302391704]soft"
11188,"[0]hard/[-356212/-302391704]soft"
11912,"[0]hard/[-355348/-302080116]soft"
11912,"[0]hard/[-355312/-302080116]soft"
11915,"[0]hard/[-354448/-290274180]soft"
12279,"[0]hard/[-354152/-302278596]soft"
12291,"[0]hard/[-354132/-302278596]soft"
12423,"[0]hard/[-354088/-303110332]soft"
12424,"[0]hard/[-354058/-303425992]soft"
12425,"[0]hard/[-354056/-303425992]soft"
12440,"[0]hard/[-353684/-302816972]soft"
12443,"[0]hard/[-353644/-303199832]soft"
12443,"[0]hard/[-353638/-303260784]soft"
12839,"[0]hard/[-353474/-302719836]soft"
13996,"[0]hard/[-352598/-290125012]soft"
14180,"[0]hard/[-351528/-289891848]soft"
14224,"[0]hard/[-351434/-289892548]soft"
14225,"[0]hard/[-351420/-289892548]soft"
14226,"[0]hard/[-351418/-289892548]soft"
14228,"[0]hard/[-351406/-289892548]soft"
14311,"[0]hard/[-351194/-290036292]soft"
14489,"[0]hard/[-351094/-289509004]soft"
14490,"[0]hard/[-351072/-289509004]soft"
14492,"[0]hard/[-351070/-289509004]soft"
14501,"[0]hard/[-351060/-289949156]soft"
14501,"[0]hard/[-351056/-289949156]soft"
14916,"[0]hard/[-351046/-289374188]soft"
14917,"[0]hard/[-351012/-289680748]soft"
14923,"[0]hard/[-350966/-290134408]soft"
14924,"[0]hard/[-350956/-290134408]soft"
14944,"[0]hard/[-350924/-289919948]soft"
14944,"[0]hard/[-350918/-289919948]soft"
14947,"[0]hard/[-350884/-290211192]soft"
15335,"[0]hard/[-350874/-290027312]soft"
15714,"[0]hard/[-350844/-290327688]soft"
15715,"[0]hard/[-350816/-290222868]soft"
15724,"[0]hard/[-350776/-289677096]soft"
15727,"[0]hard/[-350756/-289753768]soft"
15742,"[0]hard/[-350648/-290039220]soft"
15742,"[0]hard/[-350618/-290039220]soft"
15743,"[0]hard/[-350612/-290166448]soft"
15743,"[0]hard/[-350610/-290166448]soft"
17124,"[0]hard/[-350588/-289613340]soft"
17250,"[0]hard/[-350490/-290134408]soft"
17251,"[0]hard/[-350488/-290134408]soft"
18695,"[0]hard/[-350476/-289508152]soft"
18890,"[0]hard/[-350432/-289883460]soft"
20394,"[0]hard/[-350416/-289975396]soft"
20395,"[0]hard/[-350412/-290052116]soft"
20397,"[0]hard/[-350406/-289754564]soft"
20580,"[0]hard/[-350384/-289938808]soft"
20936,"[0]hard/[-350384/-289866688]soft"
21023,"[0]hard/[-350366/-289961648]soft"
21023,"[0]hard/[-350360/-289961648]soft"
21718,"[0]hard/[-350334/-289783012]soft"
21719,"[0]hard/[-350324/-289954596]soft"
21758,"[0]hard/[-350318/-290018596]soft"
21761,"[0]hard/[-350294/-290018596]soft"
23642,"[0]hard/[-350290/-290012156]soft"
23793,"[0]hard/[-350290/-289579384]soft"
23912,"[0]hard/[-350272/-289760996]soft"
24823,"[0]hard/[-350266/-290044020]soft"
25444,"[0]hard/[-350258/-289843356]soft"
25449,"[0]hard/[-350250/-289843356]soft"
25801,"[0]hard/[-350244/-289959956]soft"
25833,"[0]hard/[-350242/-289521288]soft"
25940,"[0]hard/[-350236/-289998312]soft"
26218,"[0]hard/[-350236/-289636092]soft"
26221,"[0]hard/[-350230/-289865916]soft"
26901,"[0]hard/[-350224/-289577692]soft"
27957,"[0]hard/[-350208/-289103132]soft"
27958,"[0]hard/[-350206/-289103132]soft"
28348,"[0]hard/[-350204/-289513464]soft"
28559,"[0]hard/[-350196/-289816664]soft"
28563,"[0]hard/[-350194/-289689788]soft"
28564,"[0]hard/[-350194/-289613132]soft"
29309,"[0]hard/[-350194/-289299420]soft"
29317,"[0]hard/[-350192/-289567800]soft"
29516,"[0]hard/[-350192/-289544316]soft"
29523,"[0]hard/[-350188/-289858236]soft"
29571,"[0]hard/[-350184/-289973656]soft"
29571,"[0]hard/[-350174/-289973656]soft"
30433,"[0]hard/[-350160/-289673596]soft"
30956,"[0]hard/[-350152/-289711652]soft"
30957,"[0]hard/[-350150/-289711652]soft"
32472,"[0]hard/[-350140/-289619632]soft"
32846,"[0]hard/[-350136/-289542184]soft"
35757,"[0]hard/[-350134/-289333004]soft"
35757,"[0]hard/[-350132/-289333004]soft"
36791,"[0]hard/[-350128/-289916860]soft"
37698,"[0]hard/[-350126/-289955608]soft"
38001,"[0]hard/[-350126/-289251904]soft"
38046,"[0]hard/[-350122/-289802072]soft"
38704,"[0]hard/[-350122/-289742728]soft"
39718,"[0]hard/[-350118/-289351436]soft"
40512,"[0]hard/[-350116/-289973656]soft"
40706,"[0]hard/[-350112/-290096028]soft"
40731,"[0]hard/[-350112/-289987528]soft"
40777,"[0]hard/[-350108/-290102692]soft"
41904,"[0]hard/[-350106/-289541084]soft"
42110,"[0]hard/[-350102/-290172796]soft"
42328,"[0]hard/[-350102/-289389744]soft"
43426,"[0]hard/[-350100/-289734876]soft"
43591,"[0]hard/[-350100/-289457084]soft"
44017,"[0]hard/[-350098/-289590504]soft"
44507,"[0]hard/[-350098/-289405172]soft"
44849,"[0]hard/[-350096/-289962824]soft"
45123,"[0]hard/[-350094/-289590376]soft"
45414,"[0]hard/[-350094/-289572008]soft"
45453,"[0]hard/[-350090/-289878824]soft"
48605,"[0]hard/[-350090/-289493692]soft"
48681,"[0]hard/[-350090/-289358716]soft"
48682,"[0]hard/[-350088/-289358716]soft"
53818,"[0]hard/[-350088/-289340348]soft"
53929,"[0]hard/[-350088/-289302032]soft"
53956,"[0]hard/[-350088/-289263724]soft"
56833,"[0]hard/[-350088/-289148848]soft"
56904,"[0]hard/[-350088/-289072304]soft"
